Entry,Study,ExptA,Expt,Ref,Source,TDBU,FTG,Ygen,Yqual,Yunits,Ydesc,Consumer,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,LnSPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,Coll,Comment1,AddTrt1,AddTrt2,AddTrt3,ExpVar,NatVar,Comp.,Tr1,Tr2,Tr1Type,Tr2Type,CO2,fert,Nfert,Pfert,Ofert,Temp,Water,Light,Other,Nfertlevel,Pfertlevel,TdeloC,W%control,Light%control,Comment2,NEmono,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N18,N19,N20,N22,N23,N24,N31,N32,N36,N43,N60,N72,Emono,YEmono,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y18,Y19,Y20,Y22,Y23,Y24,Y31,Y32,Y36,Y43,Y60,Y72,SDEmono,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,SD9,SD10,SD11,SD12,SD13,SD14,SD15,SD16,SD18,SD19,SD20,SD22,SD23,SD24,SD31,SD32,SD36,SD43,SD60,SD72,NSmax,YSmax,SDSmax,LRR1,VLRR1,CILRR1,SigLRR1,LRR2,VLRR2,CILRR2,SigLRR2,lina,linb,linrsq,linaic,mma,mmb,mmrsq,mmaic,powa,powb,powrsq,powaic,loga,logb,logrsq,logaic,expa,expb,exprsq,expaic,bestr2,bestaic,"Mclaim: What mechanism(s) do the authors claim underlie diversity effects in their study?  C = Complementarity, F = Facilitation, I = Interference competition, ID = Species identity or composition, IN = Reduced intraspecific competition in polycultures, IP = Intraguild predation, N = Non-linear functional responses, NE = No diversity effect, R = Resource or other form of niche partitioning, S = Sampling effect, Se = Selection effect.",Mtest,Prich,Pcomp,SStot,SSrich,SScomp,PerSSrich,PerSScomp,SScomp2rich,RYT,SDRYT,DT,SDDT,Dmax,SDDmax,Dmean,SDDmean,CE,SDCE,SE,SDSE,SE2CE,DE,SDDE,TDC,SDTDC,TIC,SDTIC,rMiYoi,rMiRYi,Flag1,Flag2,Comment3
150,28,54,54,Fox 2004,"F4, data from author",BU,1,SST,.,g L-1,Herbivore biomass,Protista:Ciliata,Microalgae,A,1,1,3,3,A,"NERC Centre for Population Biology, Imperial College, Silwood Park, Ascot, Berkshire SL5 7PY, UK",51.41,-0.63,.,lat long of address of first author,2,7,7,.,0.1,,,.,60,,,.,N,Y,3,Y,"AD, BC",This is the effect of algal species richness (1 vs. 7 species) on consumer biomass in systems with 3 species of ciliate herbivore. Only two algal monocultures were included in calculating SSC because the other species were inedible and caused herbivore extinction.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,2,4,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Cha,0.0449,0.0296,.,.,.,.,.,0.0305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0035,0.0026,.,.,.,.,.,0.0131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,0.03,0.013,0.028,0.095,0.604,N,-0.387,0.096,0.607,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
187,31,582,582,Gamfeldt et al. 2005,"F1, data from author",BU,1,SST,.,g L-1,Herbivore biomass,Protista:Ciliata,Microalgae,A,4,1,3,1,S,"Tjarno Marine Biological Laboratory, Department of Marine Ecology, Goteborg University, SE-452 96 Stromstad, Sweden",58.88,11.14,.,lat long of address of first author,3,3,3,.,0.005,,,.,21,,,.,N,Y,3,N,"AD, BC",.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,15,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,X,0.0031,0.0015,0.0093,0.0251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0032,0.0023,0.0014,0.0073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0.025,0.007,2.827,0.181,0.834,Y,2.081,0.231,0.941,Y,-7.8461,7.9479,96.3098,15.949,.,.,.,.,0.0119,2.581,99.9613,-8.1111,-0.1488,13.7269,88.6671,19.3151,-1.2737,1.4135,97.147,4.7902,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
248,50,100,100,Mikola 1998,F3,BU,2,SST,.,g g-1,Predator biomass,Animalia:Nematoda,Animalia:Nematoda,T,8,1,3,3,S,"Dept of Biological and Environmental Science, University of Jyv_skyl_, P.O. Box 35, FIN-40351 Jyv_skyl_, Finland",62.23,25.73,.,lat long of address of first author,2,4,4,.,0.02,0,5555.5556,8.6226,154,10.2,15.098,2.7146,N,Y,1,Y,"ED(PR), BC, KM","Exact N uncertain ... authors state ""at each date either 4 or 5 replicates were randomly selected.""",No glucose,.,.,,,,,,,,,,,,,,,,,,,,,,,.,.,4.5,.,4.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
252,50,101,101,Mikola 1998,F3,BU,2,SST,.,g g-1,Predator biomass,Animalia:Nematoda,Animalia:Nematoda,T,8,1,3,3,S,"Dept of Biological and Environmental Science, University of Jyv_skyl_, P.O. Box 35, FIN-40351 Jyv_skyl_, Finland",62.23,25.73,.,lat long of address of first author,2,4,4,.,0.02,0,5555.5556,8.6226,154,10.2,15.098,2.7146,N,Y,1,Y,"ED(PR), BC, KM","Exact N uncertain ... authors state ""at each date either 4 or 5 replicates were randomly selected.""",#NAME?,.,.,,,,,,,,,,,,,,,,,,,,,,,.,.,4.5,.,4.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0.0001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
503,79,152,152,Wardle at al. 2003,"F1, F2",BU,6,SST,.,number m-2,Shredder abundance,Animalia:Nematoda,Plantae (Grassland plants),T,7,1,7,2,S,"Dept of Forest Vegetation Ecology, Swedish Uni . of Agric. Sci., SE-901 83 Umeaç, Sweden",63.75,20.28,12,lat long of address of first author,3,9,9,0.1863,0.034,,,.,246,,,.,,Y,.,Y,"CJ, BC, KM","Even though the study ran N = 5 replicates for every plant species composition, the authors do not report error bars for these replicates in Figures 1 & 2.  Therefore, N's and SD's in data at right are for the various treatments having 1 or 3 species of plants (not of all Trmt * 5 replicate experimental units). ",.,.,.,,,,,,,,,,,,,,,,,,,,,,,1,9,.,6,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Plantago lanceolata,2848.32,23959.2178,.,21903.6267,.,.,.,.,.,20502.4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17786.7585,.,9960.0367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,20502.4,9960.037,-0.156,0.297,1.069,N,1.974,.,.,.,0.9932,-0.0161,85.5575,-8.2462,0.854,-0.1487,96.0579,-12.1416,-0.0039,-0.0709,99.2428,-16.6425,0.9955,-0.0657,98.821,-15.7627,-0.0059,-0.0175,87.0472,-8.1241,,,S,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,.,.,.,.,.
583,91,186,186,"Sanpera-Calbet et al, Fresh Biol 2009",T3,BU,6,SST,.,number m-2,Shredder abundance,"Animalia:Arthropoda:Hexapoda:Insecta:Pterygota:Neoptera (Tricoptera, Plecoptera)","Plantae (Fagus sylvatica, Corylus avellana,  Fraxinus excelsior leaf litter)",A,2,2,5,1,S,"Ruisseau de Peyreblanque, a second-order forested stream situated in the Montagne Noire, SW France",43.43,2.22,750,.,3,3,3,0.1117,.,.,.,.,81,.,,.,N,Y,12,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,12,36,36,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fagus sylvatica,5203.7618,8550.5299,9204.3589,8383.3408,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2558.5091,889.8333,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,8383.341,889.833,-0.02,0.003,0.115,N,0.477,.,.,.,1.0386,-0.0098,3.7245,-4.6982,1.0265,0.0121,0.7243,-4.6061,0.0207,-0.0046,0.272,-4.7726,1.0214,-0.004,0.1949,-4.5901,0.0378,-0.0099,4.034,-4.888,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
585,91,186,186,"Sanpera-Calbet et al, Fresh Biol 2009",F2,BU,6,SST,.,g m-2,Shredder biomass,"Animalia:Arthropoda:Hexapoda:Insecta:Pterygota:Neoptera (Tricoptera, Plecoptera)","Plantae (Fagus sylvatica, Corylus avellana,  Fraxinus excelsior leaf litter)",A,2,2,5,1,S,"Ruisseau de Peyreblanque, a second-order forested stream situated in the Montagne Noire, SW France",43.43,2.22,750,.,3,3,3,0.1117,.,.,.,.,10,.,,.,Y,N,12,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,12,12,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fraxinus excelsior,0.5804,0.3419,0.5001,0.4962,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.1738,0.1844,0.292,0.2203,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.496,0.22,0.373,0.074,0.532,N,-0.157,0.072,0.525,N,0.8533,0.2257,73.1071,1.3658,1.9533,0.8718,88.3396,-1.1412,0.035,0.3617,85.4367,-1.6396,1.0428,0.4385,85.1819,-0.4223,-0.1216,0.1863,73.4255,0.1647,,,ID,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.7,34,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
586,91,186,186,"Sanpera-Calbet et al, Fresh Biol 2009",F2,BU,6,SST,.,g m-2,Shredder biomass,"Animalia:Arthropoda:Hexapoda:Insecta:Pterygota:Neoptera (Tricoptera, Plecoptera)","Plantae (Fagus sylvatica, Corylus avellana,  Fraxinus excelsior leaf litter)",A,2,2,5,1,S,"Ruisseau de Peyreblanque, a second-order forested stream situated in the Montagne Noire, SW France",43.43,2.22,750,.,3,3,3,0.1117,.,.,.,.,40,.,,.,Y,N,12,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,12,12,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Corylus avellana,0.7586,0.403,0.4896,0.3565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.2293,0.212,0.3167,0.3045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.356,0.305,-0.123,0.206,0.889,N,-0.755,0.205,0.888,N,1.1487,-0.0578,11.8844,2.2029,1.0148,-0.0289,0.4471,2.569,0.0655,-0.0695,5.8275,2.1238,1.0692,-0.0605,4.0217,2.4593,0.1468,-0.0614,14.7268,1.826,,,ID,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8.9,15,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
587,91,186,186,"Sanpera-Calbet et al, Fresh Biol 2009",F2,BU,6,SST,.,g m-2,Shredder biomass,"Animalia:Arthropoda:Hexapoda:Insecta:Pterygota:Neoptera (Tricoptera, Plecoptera)","Plantae (Fagus sylvatica, Corylus avellana,  Fraxinus excelsior leaf litter)",A,2,2,5,1,S,"Ruisseau de Peyreblanque, a second-order forested stream situated in the Montagne Noire, SW France",43.43,2.22,750,.,3,3,3,0.1117,.,.,.,.,81,.,,.,Y,Y,12,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,12,12,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fagus sylvatica,0.3663,0.1768,0.1919,0.3278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.2418,0.1614,0.2818,0.2991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.328,0.299,0.618,0.278,1.033,N,-0.111,0.317,1.104,N,0.459,0.4272,82.4481,3.5532,3.941,3.8257,72.9073,4.8555,-0.0739,0.5144,72.6269,2.8544,0.891,0.7073,69.7525,5.1859,-0.3843,0.3088,84.7962,1.0904,,,ID,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18.4,22.6,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.
591,91,186,186,"Sanpera-Calbet et al, Fresh Biol 2009",F4B,BU,6,SST,.,g m-2,Fungal biomass,Fungi,"Plantae (Fagus sylvatica, Corylus avellana,  Fraxinus excelsior leaf litter)",A,2,2,5,1,S,"Ruisseau de Peyreblanque, a second-order forested stream situated in the Montagne Noire, SW France",43.43,2.22,750,.,3,3,3,0.1117,.,.,.,.,10,10,1,0,Y,N,12,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,12,24,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Corylus avellana,0.5112,0.9802,0.8525,0.7396,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.3043,0.3547,0.2607,0.1811,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,12,0.74,0.181,-0.282,0.016,0.247,Y,0.369,0.094,0.6,N,1.1202,-0.1227,99.8756,-19.3557,0.7089,-0.2956,91.7357,-6.7668,0.0092,-0.2504,97.6061,-9.6626,1.0059,-0.2195,98.6885,-12.2891,0.1412,-0.1408,99.9972,-29.9091,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
592,91,186,186,"Sanpera-Calbet et al, Fresh Biol 2009",F4B,BU,6,SST,.,g m-2,Fungal biomass,Fungi,"Plantae (Fagus sylvatica, Corylus avellana,  Fraxinus excelsior leaf litter)",A,2,2,5,1,S,"Ruisseau de Peyreblanque, a second-order forested stream situated in the Montagne Noire, SW France",43.43,2.22,750,.,3,3,3,0.1117,.,.,.,.,40,10,0.25,-1.386294361,Y,N,12,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,12,20,8,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fraxinus excelsior,0.9617,1.0169,0.8902,0.5295,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.1465,0.1376,0.1507,0.1224,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,0.529,0.122,-0.653,0.008,0.178,Y,-0.597,0.012,0.219,Y,1.278,-0.2397,92.8657,-2.9729,0.5597,-0.4509,65.4282,1.7614,0.067,-0.5507,78.719,2.267,1.0428,-0.4087,83.3409,-0.4288,0.3907,-0.3263,89.5348,0.1377,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
593,91,186,186,"Sanpera-Calbet et al, Fresh Biol 2009",F4B,BU,6,SST,.,g m-2,Fungal biomass,Fungi,"Plantae (Fagus sylvatica, Corylus avellana,  Fraxinus excelsior leaf litter)",A,2,2,5,1,S,"Ruisseau de Peyreblanque, a second-order forested stream situated in the Montagne Noire, SW France",43.43,2.22,750,.,3,3,3,0.1117,.,.,.,.,81,10,0.12345679,-2.091864062,Y,Y,12,Y,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Fagus sylvatica,1.6573,0.4516,0.3038,0.0938,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.204,0.0556,0.0394,0.0104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.094,0.01,-1.571,0.007,0.162,Y,-2.872,0.007,0.162,Y,1.4191,-0.3961,98.9986,-6.0405,0.3143,-0.689,75.516,3.5494,0.1432,-1.3377,82.7127,6.8199,1.0415,-0.6943,93.8655,-0.6028,0.9154,-0.7856,92.4289,4.343,,,ID,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
623,93,195,195,"Douglass et al, Ecol Lett 2008",F3,BU,2,SST,.,g L-1,Predator biomass,Animalia (Palaemonetes vulgaris),"Animalia: Arthropoda: Malacostraca (Paracerceis caudata, Elasmopus levis, Dulichiella appendiculata)",A,4,3,2,2,S,"University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City, NC.",34.72,-76.72,.,.,2,3,3,.,30,0.0017,17267.9875,9.7566,25,7,3.5714,1.273,N,Y,1,N,KM,.,Predator: Shrimp,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Dulichiella appendiculata,0.0605,0.0512,.,0.0524,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0328,0.0199,.,0.0107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0.052,0.011,0.024,0.018,0.265,N,-0.143,0.067,0.507,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
622,93,196,196,"Douglass et al, Ecol Lett 2008",F3,BU,2,SST,.,g L-1,Predator biomass,Animalia (Panopeus herbstii),"Animalia: Arthropoda: Malacostraca (Paracerceis caudata, Elasmopus levis, Dulichiella appendiculata)",A,4,3,2,2,S,"University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City, NC.",34.72,-76.72,.,.,2,3,3,.,30,0.0017,17267.9875,9.7566,25,7,3.5714,1.273,N,Y,1,N,KM,.,Predator: Crab,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elasmopus levis,0.151,0.133,.,0.1933,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.03,0.0235,.,0.0302,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0.193,0.03,0.374,0.007,0.163,Y,0.247,0.013,0.221,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
624,93,197,197,"Douglass et al, Ecol Lett 2008",F3,BU,2,SST,.,g L-1,Predator biomass,Animalia (Fundulus heteroclitus),"Animalia: Arthropoda: Malacostraca (Paracerceis caudata, Elasmopus levis, Dulichiella appendiculata)",A,4,3,2,2,S,"University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City, NC.",34.72,-76.72,.,.,2,3,3,.,30,0.0017,17267.9875,9.7566,25,7,3.5714,1.273,N,Y,1,N,KM,.,Predator: Fish,.,.,,,,,,,,,,,,,,,,,,,,,,,5,15,.,5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elasmopus levis,0.1359,0.1425,.,0.1302,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0129,0.0241,.,0.0147,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,5,0.13,0.015,-0.091,0.004,0.131,N,-0.043,0.004,0.129,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
621,93,198,198,"Douglass et al, Ecol Lett 2008",F3,BU,2,SST,.,g L-1,Predator biomass,"Animalia (Palaemonetes vulgaris, Panopeus herbstii, Fundulus heteroclitus)","Animalia: Arthropoda: Malacostraca (Paracerceis caudata, Elasmopus levis, Dulichiella appendiculata)",A,4,3,2,2,S,"University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City, NC.",34.72,-76.72,.,.,2,3,3,.,30,0.0017,17267.9875,9.7566,25,7,3.5714,1.273,N,Y,3,N,KM,.,Predator: Polyculture,.,.,,,,,,,,,,,,,,,,,,,,,,,15,45,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elasmopus levis,0.1211,0.1173,.,0.1278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0483,0.0307,.,0.0193,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0.128,0.019,0.085,0.003,0.108,N,0.054,0.012,0.216,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
620,93,199,199,"Douglass et al, Ecol Lett 2008",F3,BU,2,SST,.,g L-1,Predator biomass,"Animalia (Palaemonetes vulgaris, Panopeus herbstii, Fundulus heteroclitus)","Animalia: Arthropoda: Malacostraca (Paracerceis caudata, Elasmopus levis, Dulichiella appendiculata)",A,4,3,2,2,S,"University of North Carolina at Chapel Hillês Institute of Marine Science (IMS) in Morehead City, NC.",34.72,-76.72,.,.,2,3,3,.,30,0.0017,17267.9875,9.7566,25,7,3.5714,1.273,N,Y,3,N,KM,.,Predator: Polyculture Additive,.,.,,,,,,,,,,,,,,,,,,,,,,,15,45,.,15,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elasmopus levis,0.1049,0.1109,.,0.0946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.011,0.0294,.,0.0095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15,0.095,0.009,-0.159,0.002,0.093,Y,-0.103,0.001,0.073,Y,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,,NE,N,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
663,97,207,207,"Kominoski et al, Ecology 2007",Data From Author,BU,6,SST,.,g m-2,Shredder biomass,Animalia (Invertebrate Detritivores),"Plantae (Liriodendron tulipifera, Acer rubrum, Rhododendron maximum, Quercus prinus leaf litter)",A,2,2,5,1,S,"Coweeta Hydrologic Laboratory in Macon County, North Carolina, USA",35,-83.5,1300,.,4,4,4,0.073,.,.,.,.,14,.,,.,Y,N,.,N,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,16,24,16,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Liriodendron tulipifera,0.0332,0.1449,0.1551,0.0623,0.0655,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0.0482,0.2983,0.2383,0.0934,0.0397,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,0.066,0.04,-0.794,0.356,1.17,N,0.679,0.618,1.541,N,1.3092,-0.2285,73.3107,2.3919,0.5225,-0.5011,43.3409,5.403,0.145,-0.6768,67.8306,6.0222,1.108,-0.4657,66.0362,3.356,0.4311,-0.3295,74.1594,5.1459,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
664,97,207,207,"Kominoski et al, Ecology 2007",Data From Author,BU,6,SST,.,number m-2,Shredder abundance,Animalia (Invertebrate Detritivores),"Plantae (Liriodendron tulipifera, Acer rubrum, Rhododendron maximum, Quercus prinus leaf litter)",A,2,2,5,1,S,"Coweeta Hydrologic Laboratory in Macon County, North Carolina, USA",35,-83.5,1300,.,4,4,4,0.073,.,.,.,.,14,.,,.,Y,N,.,N,KM,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,4,16,24,16,4,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Liriodendron tulipifera,1130.137,547.9452,647.8311,380.9932,705.4795,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,316.4552,417.4525,398.8381,245.5697,395.3663,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,4,705.479,395.366,0.253,0.115,0.664,N,-0.471,0.098,0.614,N,0.9474,0.0376,3.4915,5.2646,1.0814,0.0748,0.8946,5.3708,-0.002,0.0203,0.2011,5.7989,0.998,0.0544,1.59,5.3426,-0.0426,0.0227,1.1569,5.7604,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
