Mno,Entry,Study,Expt,Ref,Source,TDBU,FTG,TG,Ygen,Yqual,Yunits,Ydesc,Consumer,Taxon,Resource,Sys1,Sys2,Des1,Des2,Des3,Des4,Location,Lat,Lon,Elev,LatlonError,Slevels,Spool,Smax,Area,Vol,Bsize,SPscale,Dur,Gtime,Tscale,LnTscale,Tser,FinalT,SnonF,HigherT,AddTrt1,AddTrt2,AddTrt3,Treatment,restrt,Monotes,YEmono,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
872,378,63,122,Smith & Allcock 1985,T6; T7 ,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Herbacious grassland plants),plant,Inorganic nutrients (N),0,7,2,4,1,S,The Grassland Research Institute; Hurley; Maidenhead; Berkshire SL6 5LR,51.57,-0.77,,lat long of address of first author,2,7,7,16.5,,7.9014,2.0882,1095,886.4286,1.2353,0.2113,N,Y,0,Y,Low nutrients,,,control,control,,,116.0556,,,,,,185.1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,379,63,123,Smith & Allcock 1985,T6; T7 ,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (Herbacious grassland plants),plant,Inorganic nutrients (N),0,7,2,4,1,S,The Grassland Research Institute; Hurley; Maidenhead; Berkshire SL6 5LR,51.57,-0.77,,lat long of address of first author,2,7,7,16.5,,7.9014,2.0882,1095,886.4286,1.2353,0.2113,N,Y,0,Y,High nutrients,,,experimental,incr,,,208.2778,,,,,,260.5556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,380,64,124,Snyder et al. 2006,F1; F2; data from authors,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta (Geocoris pallens; Nabis spp.; Coccinella septempunctata; Hippodamia convergens; Diaeretiella rapae),,Animalia:Arthropoda:Insecta:Aphididae,0,11,2,1,2,S,Washington State University Research Station in Othello; WA.,46.82,-119.17,,,2,5,4,4,,0.0126,318.218,11,96.6,0.1139,-2.1727,Y,N,2,N,,,,control,control,,118.4167,167.6333,,,66.9333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,381,64,124,Snyder et al. 2006,F1; F2; data from authors,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta (Geocoris pallens; Nabis spp.; Coccinella septempunctata; Hippodamia convergens; Diaeretiella rapae),,Animalia:Arthropoda:Insecta:Aphididae,0,11,2,1,2,S,Washington State University Research Station in Othello; WA.,46.82,-119.17,,,2,5,4,4,,0.0126,318.218,19,96.6,0.1967,-1.6261,Y,N,2,N,,,,control,control,,357.1667,724.3,,,323.8333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,382,64,124,Snyder et al. 2006,F1; F2; data from authors,TD,C,3,SSR,,number m-2,Herbivore abundance,Animalia:Arthropoda:Insecta (Geocoris pallens; Nabis spp.; Coccinella septempunctata; Hippodamia convergens; Diaeretiella rapae),,Animalia:Arthropoda:Insecta:Aphididae,0,11,2,1,2,S,Washington State University Research Station in Othello; WA.,46.82,-119.17,,,2,5,4,4,,0.0126,318.218,28,96.6,0.2899,-1.2384,Y,Y,2,N,,,,control,control,,1265,4955,,,1154.0667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,383,64,124,Snyder et al. 2006,F1; F2; data from authors,TD,C,3,RD,C,proportional change,Original units: number m-2,Animalia:Arthropoda:Insecta (Geocoris pallens; Nabis spp.; Coccinella septempunctata; Hippodamia convergens; Diaeretiella rapae),,Animalia:Arthropoda:Insecta:Aphididae,0,11,2,1,2,S,Washington State University Research Station in Othello; WA.,46.82,-119.17,,,2,5,4,4,,0.0126,318.218,11,96.6,0.1139,-2.1727,Y,N,2,N,,,,control,control,,0.6362,0.485,,,0.7944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,384,64,124,Snyder et al. 2006,F1; F2; data from authors,TD,C,3,RD,C,proportional change,Original units: number m-2,Animalia:Arthropoda:Insecta (Geocoris pallens; Nabis spp.; Coccinella septempunctata; Hippodamia convergens; Diaeretiella rapae),,Animalia:Arthropoda:Insecta:Aphididae,0,11,2,1,2,S,Washington State University Research Station in Othello; WA.,46.82,-119.17,,,2,5,4,4,,0.0126,318.218,19,96.6,0.1967,-1.6261,Y,N,2,N,,,,control,control,,0.8032,0.6009,,,0.8216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,385,64,124,Snyder et al. 2006,F1; F2; data from authors,TD,C,3,RD,C,proportional change,Original units: number m-2,Animalia:Arthropoda:Insecta (Geocoris pallens; Nabis spp.; Coccinella septempunctata; Hippodamia convergens; Diaeretiella rapae),,Animalia:Arthropoda:Insecta:Aphididae,0,11,2,1,2,S,Washington State University Research Station in Othello; WA.,46.82,-119.17,,,2,5,4,4,,0.0126,318.218,28,96.6,0.2899,-1.2384,Y,Y,2,N,,,,control,control,,0.9086,0.6418,,,0.9166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,386,65,125,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,31,16,4,,7.9625,0.5024,365,729.4444,0.5004,-0.6924,Y,N,0,Y,,,,control,control,,652.025,431.4159,538.3481,,593.6578,,,,523.5988,,,,,,,,612.0944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,387,65,125,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,31,16,4,,7.9625,0.5024,730,729.4444,1.0008,0.0008,Y,N,0,Y,,,,control,control,,1140.825,508.8496,667.4041,,682.1534,,,,825.9587,,,,,,,,1257.3746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,388,65,125,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,31,16,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,Y,Y,0,Y,,,,control,control,,818.2,394.6375,500.3964,,566.605,,,,739.569,,,,,,,,1051.7583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,389,65,125,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SSR,,mg g-1,Soil nitrogen mass,Plantae (European grassland plants),,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,31,16,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,0.0011,0.0025,0.0028,,0.0022,,,,0.0018,,,,,,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,390,65,125,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground nitrogen mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,31,16,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,16.9,5.02,5.73,,6.66,,,,7.83,,,,,,,,12.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,391,65,126,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,23,18,4,,7.9625,0.5024,730,729.4444,1.0008,0.0008,Y,N,0,Y,,,,control,control,,398.2383,206.4897,213.8643,,239.6755,,,,221.2389,,,,,,,,,,243.3628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,392,65,126,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,23,18,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,Y,Y,0,Y,,,,control,control,,716.05,232.0204,241.118,,257.6524,,,,196.9541,,,,,,,,,,232.7089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,393,65,126,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SSR,,mg g-1,Soil nitrogen mass,Plantae (European grassland plants),,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,23,18,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,0.0008,0.0018,0.0015,,0.0019,,,,0.0014,,,,,,,,,,0.0018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,394,65,126,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground nitrogen mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,23,18,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,8.36,2.63,2.46,,2.55,,,,1.87,,,,,,,,,,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,395,65,127,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,8,4,,7.9625,0.5024,365,729.4444,0.5004,-0.6924,Y,N,0,Y,,,,control,control,,1087.6,405.6047,641.5929,626.8437,604.7198,,,,453.5398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,396,65,127,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,8,4,,7.9625,0.5024,730,729.4444,1.0008,0.0008,Y,N,0,Y,,,,control,control,,804,383.4808,704.2773,918.1416,693.2153,,,,663.7168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,397,65,127,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,8,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,Y,Y,0,Y,,,,control,control,,1337,678.41,1043.89,1067.9905,1119.594,,,,1065.524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,398,65,127,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SSR,,mg g-1,Soil nitrogen mass,Plantae (European grassland plants),,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,8,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,0.0081,0.0114,0.0112,0.0111,0.0093,,,,0.0087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,399,65,128,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,14,14,4,,7.9625,0.5024,365,729.4444,0.5004,-0.6924,Y,N,0,Y,,,,control,control,,368.1251,165.8261,247.4546,,251.8755,,,,322.4562,,,,,,547.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,400,65,128,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,14,14,4,,7.9625,0.5024,730,729.4444,1.0008,0.0008,Y,N,0,Y,,,,control,control,,349.0215,125.384,151.8552,,310.7003,,,,248.9161,,,,,,418.6366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,401,65,128,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,14,14,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,Y,Y,0,Y,,,,control,control,,78.6918,18.459,45.5849,,55.5144,,,,67.4404,,,,,,69.3586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,402,65,128,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SSR,,mg g-1,Soil nitrogen mass,Plantae (European grassland plants),,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,14,14,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,0.0036,0.0025,0.0027,,0.0029,,,,0.0024,,,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,403,65,128,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SST,,mg m-2,Plant aboveground nitrogen mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,14,14,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,0.79,340,760,,730,,,,1010,,,,,,880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,404,65,129,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,12,4,,7.9625,0.5024,365,729.4444,0.5004,-0.6924,Y,N,0,Y,,,,control,control,,233.35,53.1983,98.1933,,113.7166,,,,136.5783,,,,92.7396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,405,65,129,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,12,4,,7.9625,0.5024,730,729.4444,1.0008,0.0008,Y,N,0,Y,,,,control,control,,760.55,381.3832,455.859,,604.0821,,,,844.5168,,,,738.0019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,406,65,129,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,12,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,Y,Y,0,Y,,,,control,control,,950.2,588.0833,650.66,,846.9625,,,,1013.7625,,,,1031.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,407,65,130,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,34,11,4,,7.9625,0.5024,365,729.4444,0.5004,-0.6924,Y,N,0,Y,,,,control,control,,618.0725,374.573,430.6301,,390.8338,,,,465.3005,,,395.5773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,408,65,130,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,34,11,4,,7.9625,0.5024,730,729.4444,1.0008,0.0008,Y,N,0,Y,,,,control,control,,824.275,418.8214,673.9874,,553.0599,,,,767.6648,,,576.2675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,409,65,130,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,34,11,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,Y,Y,0,Y,,,,control,control,,724.781,307.0878,595.3476,,486.0916,,,,677.02,,,559.2091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,410,65,130,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SSR,,mg g-1,Soil nitrogen mass,Plantae (European grassland plants),,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,34,11,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,0.0007,0.0025,0.0016,,0.0016,,,,0.0013,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,411,65,130,Spehn et al. 2005 (BIODEPTH),ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground nitrogen mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,34,11,4,,7.9625,0.5024,1095,729.4444,1.5011,0.4062,N,Y,0,Y,,,,control,control,,7.37,3.44,4.91,,3.97,,,,6.04,,,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,412,65,131,Spehn et al. 2005 (BIODEPTH),F3; ESA Ecological Archive M075-001-S1,TD,P,1,SST,,g m-2,Plant aboveground dry mass,Plantae (European grassland plants),plant,Inorganic nutrients (N),0,7,2,4,2,S,experimental sites along north_south and east_west transects across Europe that span several thousands of kilometers; in Germany; Greece; Ireland; Portugal; Sweden; Switzerland; and two sites in the United Kingdom (UK; Silwood Park near London; and Sheffield).,47.56,7.58,,lat long of address of first author,5,12,12,10,,7.9625,1.2559,365,729.4444,0.5004,-0.6924,Y,N,0,Y,,,,control,control,,115.965,41.5444,57.0222,,68.84,,,,73.2648,,,,77.3801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
